x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
A5497,A1,61.0,A0,A1,A2,A1,A0,A2,A1,A0,86.45,5175.3,A0
A5498,A1,2.0,A0,A0,A2,A0,A1,,A0,A3,70.7,151.65,A1
A5499,A0,17.0,A1,A1,A2,A1,A1,A0,A1,A1,34.4,592.75,A0
A5500,A0,7.0,A0,A1,A2,A0,A1,A0,A1,A1,54.85,370.4,A0
A5501,A1,67.0,A0,A0,A0,A1,A1,A1,A1,A2,84.8,5598.3,A0
A5502,A1,4.0,A0,A1,A0,A0,A1,,A0,A1,58.5,224.85,A0
A5503,A1,6.0,A0,A2,A1,A2,A2,A0,A1,A1,19.85,119.3,A0
A5504,A1,,A0,A2,A1,A2,A2,A1,A0,A2,19.85,943.1,A0
A5505,A1,8.0,A0,A2,A1,A2,A2,A2,A1,A1,19.05,201.7,A0
A5506,A1,59.0,A0,A1,A2,A1,A1,A2,A0,A1,76.45,4519.5,A0
A5507,A1,50.0,A0,A2,A1,A2,A2,,A1,A3,25.2,1306.3,A0
A5508,A0,28.0,A0,A0,A0,A1,A1,A1,A1,A2,92.9,2768.35,A0
A5509,A0,4.0,A0,A1,A2,A0,A1,A0,A0,A3,61.3,249.4,A0
A5510,A0,71.0,A0,A1,A0,A1,A1,A2,A0,A0,76.9,5522.7,A0
A5511,A1,55.0,A0,A1,A2,A0,A1,A0,A1,A2,51.65,2838.55,A0
A5512,A0,20.0,A0,A0,A2,A1,A0,A1,A1,A0,94.3,1818.3,A0
A5513,A1,1.0,A0,A0,A2,A0,A0,,A0,A3,94.6,94.6,A1
A5514,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,19.4,19.4,A0
A5515,A1,12.0,A0,A0,A0,A1,A1,A0,A0,A3,84.5,916.9,A1
A5516,A1,72.0,A0,A0,A0,,A0,A1,A0,A3,104.15,7303.05,A0
A5517,A0,67.0,A0,A1,A2,A0,A1,A2,A1,A2,50.55,3260.1,A0
A5518,A0,12.0,A1,A1,A0,A0,A1,A0,A1,A1,35.5,432.25,A0
A5519,A0,7.0,A0,A0,A2,A1,A1,A0,A0,A3,90.45,593.45,A1
A5520,A0,9.0,A0,A0,A2,A0,A1,A0,A0,A3,76.25,684.85,A0
A5521,A1,71.0,A0,A0,A2,A1,A1,A2,A1,A3,76.05,5436.45,A0
A5522,A1,21.0,A0,A1,A2,A1,A1,A1,A0,A3,60.25,1258.35,A0
A5523,A1,32.0,A0,A2,A1,A2,A2,A0,A1,A2,19.4,641.15,A0
A5524,A1,4.0,A0,A0,A0,A0,A1,A0,A0,A1,80.3,324.2,A0
A5525,A0,24.0,A1,A1,A2,A1,A1,A0,A1,A3,29.1,688.0,A0
A5526,A1,20.0,A0,A2,A1,A2,A2,A0,A1,A2,19.25,375.25,A0
A5527,A1,36.0,A1,A1,A0,A1,A0,,A0,A1,53.1,1901.25,A0
A5528,A0,6.0,A0,A2,A1,A2,A2,A0,A1,A1,20.65,109.3,A0
A5529,A1,21.0,A0,A0,A0,A1,A0,A1,A0,A1,104.55,2239.4,A0
A5530,A0,13.0,A0,A1,A2,A0,A0,A0,A1,A0,66.4,831.75,A0
A5531,A0,71.0,A0,A1,A0,A1,A0,A2,A0,A2,86.1,6045.9,A0
A5532,A0,36.0,A0,A1,A2,A1,A0,A1,A0,A0,63.7,2188.5,A0
A5533,A0,,A0,A1,A0,A1,A0,A2,A1,A0,79.55,5810.9,A0
A5534,A1,6.0,A0,A0,A2,A0,A1,A0,A0,A3,74.1,450.9,A0
A5535,A1,59.0,A0,A0,A0,,A0,A1,A0,A0,107.0,6152.3,A0
A5536,A1,62.0,A0,A1,A0,A0,A0,A2,A0,A3,84.95,5150.55,A0
A5537,A0,66.0,A0,A0,A0,A1,A0,,A0,A3,116.25,7862.25,A0
A5538,A1,51.0,A0,A2,A1,A2,A2,A2,A1,A1,25.5,1281.25,A0
A5539,A1,60.0,A0,A0,A0,A0,A0,A0,A1,A3,89.45,5294.6,A0
A5540,A1,48.0,A0,A0,A0,,A0,A0,A0,A0,105.25,4997.5,A0
A5541,A1,17.0,A0,A1,A2,A0,A1,A0,A0,A0,55.35,920.5,A0
A5542,A0,70.0,A0,A0,A0,A1,A0,A1,A0,A3,104.8,7308.95,A0
A5543,A0,58.0,A0,A0,A2,,A0,A1,A1,A0,100.35,5681.1,A0
A5544,A0,33.0,A0,A1,A0,A1,A1,A0,A0,A0,66.4,2245.4,A0
A5545,A0,71.0,A0,A2,A1,A2,A2,A2,A1,A0,19.7,1301.1,A0
A5546,A0,5.0,A1,A1,A2,A1,A1,A0,A1,A0,45.4,214.75,A0
A5547,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,79.4,244.65,A1
A5548,A0,51.0,A0,A2,A1,A2,A2,A1,A1,A1,19.4,997.75,A0
A5549,A0,38.0,A0,A0,A0,A1,A1,A0,A0,A3,94.65,3624.3,A1
A5550,A1,16.0,A0,A2,A1,A2,A2,A1,A0,A2,19.3,360.35,A0
A5551,A1,65.0,A0,A2,A1,A2,A2,A2,A0,A2,25.3,1748.55,A0
A5552,A1,27.0,A0,A2,A1,A2,A2,A2,A0,A1,19.6,561.15,A0
A5553,A0,33.0,A0,A0,A0,A1,A1,A0,A0,A0,79.0,2576.8,A0
A5554,A0,1.0,A0,A1,A0,A0,A1,A0,A1,A3,54.3,54.3,A0
A5555,A0,11.0,A0,A0,A2,A0,A0,A0,A0,A0,79.15,827.7,A0
A5556,A1,37.0,A0,A1,A0,A0,A0,,A1,A2,75.1,2658.8,A0
A5557,A1,72.0,A0,A1,A0,A1,A0,A2,A0,A2,89.85,6697.35,A0
A5558,A0,63.0,A0,A1,A0,A0,A0,A2,A1,A1,67.25,4234.15,A0
A5559,A0,3.0,A0,A2,A1,A2,A2,A0,A1,A1,19.85,64.55,A1
A5560,A1,68.0,A1,A1,A0,A1,A0,A2,A0,A3,53.0,3656.25,A0
A5561,A0,47.0,A0,A0,A2,A1,A0,A0,A0,A2,107.35,5118.95,A1
A5562,A0,50.0,A0,A2,A1,A2,A2,A2,A1,A3,19.8,1013.2,A0
A5563,A0,4.0,A0,A0,A0,A0,A0,,A0,A3,100.2,420.2,A1
A5564,A0,58.0,A0,A2,A1,A2,A2,A2,A0,A0,25.3,1474.35,A0
A5565,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.2,69.2,A1
A5566,A0,7.0,A0,A0,A2,A0,A0,A0,A1,A3,96.2,639.7,A0
A5567,A1,72.0,A0,A2,A1,,A2,A2,A1,A2,24.65,1830.05,A0
A5568,A1,4.0,A0,A0,A0,A0,A0,A0,A0,A3,97.95,384.5,A1
A5569,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,20.9,20.9,A1
A5570,A1,10.0,A0,A0,A2,A1,A1,A0,A0,A3,91.1,964.35,A0
A5571,A1,42.0,A1,A1,A0,A0,A1,A1,A1,A1,33.55,1445.3,A1
A5572,A1,32.0,A0,A0,A0,A1,A0,A1,A0,A0,104.05,3416.85,A0
A5573,A1,33.0,A0,A1,A0,A0,A1,A0,A0,A1,60.9,2033.85,A0
A5574,A1,38.0,A0,A2,A1,A2,A2,A1,A1,A1,20.3,749.35,A0
A5575,A0,7.0,A0,A2,A1,A2,A2,A0,A1,A1,20.75,141.1,A0
A5576,A1,44.0,A0,A0,A0,A1,A1,A0,A0,A0,88.15,3973.2,A0
A5577,A1,30.0,A0,A1,A0,A1,A0,A1,A1,A2,70.25,2198.9,A0
A5578,A1,42.0,A0,A1,A0,A0,A0,A1,A0,A1,67.7,2882.25,A0
A5579,A0,38.0,A0,A1,A0,A1,A0,A1,A1,A0,78.95,2862.55,A0
A5580,A0,70.0,A0,A0,A0,A1,A1,A2,A0,A0,99.35,6944.5,A0
A5581,A1,36.0,A0,A0,A0,A0,A1,A0,A0,A0,91.95,3301.05,A0
A5582,A0,1.0,A0,A2,A1,A2,A2,,A1,A1,19.65,19.65,A0
A5583,A0,52.0,A0,A0,A0,A1,A0,A0,A0,A3,103.05,5364.8,A0
A5584,A1,62.0,A0,A0,A0,A1,A0,,A0,A0,96.1,6019.35,A0
A5585,A0,65.0,A0,A2,A1,A2,A2,A2,A0,A0,20.4,1414.45,A0
A5586,A0,9.0,A0,A0,A2,A0,A1,A0,A0,A3,74.05,678.45,A0
A5587,A1,35.0,A0,A2,A1,A2,A2,A2,A1,A0,19.7,730.4,A0
A5588,A1,9.0,A0,A2,A1,A2,A2,A0,A0,A3,19.5,178.85,A0
A5589,A0,59.0,A1,A1,A2,A0,A0,A0,A0,A3,51.7,3005.8,A0
A5590,A0,69.0,A0,A0,A0,A1,A1,A2,A0,A0,97.65,6743.55,A0
A5591,A1,6.0,A0,A1,A2,A0,A0,A0,A0,A3,55.0,340.4,A0
A5592,A0,4.0,A1,A1,A2,A1,A1,A0,A0,A3,29.65,118.5,A1
A5593,A1,1.0,A0,A0,A2,A1,A1,A0,A0,A1,79.55,79.55,A1
A5594,A1,72.0,A0,A0,A0,A1,A0,A1,A1,A0,109.15,7789.6,A0
A5595,A1,3.0,A0,A2,A1,A2,A2,A0,A1,A3,19.75,58.85,A1
A5596,A1,15.0,A0,A0,A0,A0,A0,A0,A0,A3,94.65,1285.05,A0
A5597,A0,26.0,A0,A2,A1,A2,A2,A0,A1,A1,20.9,518.3,A0
A5598,A1,7.0,A0,A0,A2,A0,A1,A0,A0,A3,74.9,541.15,A1
A5599,A0,4.0,A0,A1,A2,,A1,A0,A1,A3,56.75,245.15,A0
A5600,A1,57.0,A0,A0,A0,,A0,A1,A0,A3,95.0,5535.8,A0
A5601,A0,10.0,A0,A1,A2,A0,A1,A0,A0,A0,45.8,436.2,A0
A5602,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,20.5,20.5,A0
A5603,A1,8.0,A0,A2,A1,A2,A2,A0,A1,A1,20.05,163.6,A0
A5604,A0,19.0,A1,A1,A2,A0,A1,A0,A0,A0,25.35,566.1,A0
A5605,A0,3.0,A0,A0,A2,A0,A1,A0,A0,A3,77.0,237.75,A1
A5606,A0,,A1,A1,A2,A1,A1,A1,A1,A0,33.7,1537.85,A0
A5607,A1,8.0,A1,A1,A2,,A0,A0,A0,A3,38.5,330.8,A0
A5608,A0,,A0,A0,A2,A0,A1,A0,A0,A3,69.55,69.55,A1
A5609,A0,18.0,A0,A2,A1,A2,A2,A1,A1,A1,20.1,401.85,A0
A5610,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,70.3,70.3,A1
A5611,A1,47.0,A0,A1,A0,A0,A0,A2,A1,A2,63.8,3007.25,A0
A5612,A0,70.0,A0,A0,A0,A1,A0,A1,A1,A0,115.65,7968.85,A1
A5613,A0,68.0,A0,A2,A1,A2,A2,A2,A1,A2,25.25,1728.2,A0
A5614,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A2,20.3,20.3,A0
A5615,A0,65.0,A0,A0,A0,A1,A1,A1,A1,A3,89.75,5769.6,A1
A5616,A0,21.0,A0,A2,A1,A2,A2,A0,A1,A1,24.7,467.15,A0
A5617,A0,16.0,A0,A0,A0,A0,A1,A0,A0,A1,80.55,1248.9,A0
A5618,A1,45.0,A0,A1,A2,A0,A0,A2,A1,A1,73.55,3349.1,A0
A5619,A1,13.0,A1,A1,A0,A0,A1,,A1,A3,29.15,357.15,A0
A5620,A0,5.0,A0,A0,A2,A0,A0,A0,A0,A2,94.85,462.8,A1
A5621,A0,29.0,A1,A1,A0,A0,A1,A0,A1,A3,34.3,1004.75,A0
A5622,A0,71.0,A1,A1,A0,A0,A0,A1,A0,A3,56.45,3985.35,A0
A5623,A1,72.0,A0,A0,A0,A1,A0,A2,A1,A3,115.15,8349.7,A0
A5624,A1,10.0,A0,A2,A1,A2,A2,A0,A0,A1,20.9,247.0,A0
A5625,A0,26.0,A1,A1,A2,A0,A0,A1,A1,A0,54.55,1362.85,A0
A5626,A0,65.0,A0,A0,A2,A1,A0,A1,A0,A0,110.0,7138.65,A0
A5627,A1,20.0,A0,A0,A2,A0,A0,A0,A0,A3,81.45,1671.6,A0
A5628,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.15,69.15,A1
A5629,A0,35.0,A0,A1,A2,A0,A1,A0,A1,A1,55.0,2010.55,A1
A5630,A0,72.0,A1,A1,A0,A1,A0,A2,A0,A0,64.45,4641.1,A0
A5631,A1,41.0,A0,A1,A2,A1,A0,A1,A0,A3,68.6,2877.05,A0
A5632,A1,34.0,A0,A2,A1,A2,A2,A1,A0,A2,20.1,682.1,A0
A5633,A0,59.0,A0,A0,A0,A1,A0,A1,A0,A3,110.15,6448.05,A1
A5634,A0,3.0,A1,A1,A2,A0,A1,A0,A1,A3,30.4,82.15,A0
A5635,A0,29.0,A0,A1,A2,A1,A0,A1,A0,A2,75.35,2243.9,A0
A5636,A0,11.0,A0,A0,A2,A0,A1,,A0,A2,79.5,868.5,A1
A5637,A0,60.0,A0,A2,A1,A2,A2,A2,A0,A2,20.95,1270.55,A0
A5638,A0,33.0,A0,A1,A0,A0,A1,A0,A0,A2,54.65,1665.2,A0
A5639,A0,67.0,A0,A1,A2,A1,A0,A2,A1,A2,65.55,4361.55,A0
A5640,A0,70.0,A0,A0,A0,A1,A0,A2,A0,A3,114.6,7882.5,A0
A5641,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A0,25.85,1872.2,A0
A5642,A1,31.0,A1,A1,A0,A1,A0,A1,A0,A0,50.4,1580.1,A0
A5643,A1,59.0,A0,A0,A0,,A1,A0,A0,A3,83.25,4949.1,A0
A5644,A0,66.0,A0,A1,A0,A1,A1,A2,A0,A0,66.1,4428.45,A0
A5645,A0,50.0,A0,A2,A1,A2,A2,A2,A1,A1,20.55,1067.65,A0
A5646,A1,66.0,A0,A0,A0,A0,A1,A0,A0,A0,80.45,5224.35,A1
A5647,A0,1.0,A1,A1,A2,A1,A0,A0,A0,A3,39.65,39.65,A1
A5648,A1,13.0,A1,A1,A2,A1,A1,A2,A1,A1,35.4,450.4,A0
A5649,A1,56.0,A0,A2,A1,A2,A2,A2,A0,A2,19.55,1080.55,A0
A5650,A1,71.0,A1,A1,A0,A1,A1,,A0,A2,47.6,3377.8,A0
A5651,A0,15.0,A0,A1,A2,A1,A0,A1,A1,A1,64.85,950.75,A0
A5652,A0,50.0,A0,A2,A1,A2,A2,A2,A1,A1,24.95,1261.45,A0
A5653,A0,52.0,A0,A0,A2,A0,A1,A0,A0,A2,72.95,3829.75,A0
A5654,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A1,70.45,70.45,A1
A5655,A0,31.0,A0,A0,A2,A0,A1,A1,A1,A0,81.7,2548.65,A0
A5656,A0,37.0,A0,A0,A2,A0,A0,A0,A0,A3,92.5,3473.4,A1
A5657,A0,72.0,A0,A1,A0,A1,A1,A2,A1,A2,74.4,5360.75,A0
A5658,A0,21.0,A0,A0,A2,A0,A1,A0,A0,A3,73.7,1558.7,A0
A5659,A1,70.0,A0,A0,A0,A1,A0,A1,A0,A3,107.9,7475.85,A0
A5660,A0,25.0,A0,A0,A2,A0,A1,A0,A1,A1,70.95,1767.35,A1
A5661,A1,1.0,A0,A1,A2,A0,A1,,A0,A3,54.65,54.65,A0
A5662,A0,39.0,A1,A1,A2,A1,A0,A1,A1,A2,54.85,2191.7,A0
A5663,A0,47.0,A0,A1,A0,A0,A1,A2,A1,A2,59.6,2754.0,A0
A5664,A0,27.0,A0,A1,A2,A1,A0,A1,A1,A3,81.7,2212.55,A0
A5665,A1,12.0,A0,A0,A0,A1,A0,A0,A0,A3,105.3,1275.65,A0
A5666,A1,4.0,A0,A2,A1,A2,A2,A0,A1,A1,20.35,76.35,A1
A5667,A0,72.0,A0,A0,A2,A1,A0,A2,A0,A2,105.55,7542.25,A0
A5668,A1,37.0,A0,A2,A1,A2,A2,A1,A1,A1,19.6,727.8,A0
A5669,A0,3.0,A0,A0,A2,A1,A1,A0,A1,A3,91.05,289.1,A1
A5670,A0,,A0,A0,A2,A0,A1,A0,A0,A3,84.9,3369.05,A0
A5671,A1,1.0,A0,A1,A2,A0,A1,A0,A0,A2,49.95,49.95,A1
A5672,A0,52.0,A0,A1,A0,A1,A0,A1,A0,A3,80.85,4079.55,A0
A5673,A0,34.0,A0,A0,A0,A1,A0,A0,A0,A3,108.9,3625.2,A0
A5674,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A2,24.3,1643.25,A0
A5675,A0,47.0,A0,A0,A0,A0,A1,A0,A1,A3,87.2,4017.45,A0
A5676,A1,17.0,A0,A1,A0,A0,A0,A0,A0,A2,75.4,1322.55,A0
A5677,A1,4.0,A0,A2,A1,A2,A2,,A0,A3,19.95,82.9,A0
A5678,A0,69.0,A0,A0,A0,A0,A0,A1,A0,A2,105.2,7386.05,A0
A5679,A1,8.0,A0,A0,A2,A1,A1,A0,A0,A2,74.05,600.15,A0
A5680,A0,8.0,A0,A0,A2,A1,A0,A0,A0,A3,100.6,819.4,A1
A5681,A0,,A0,A2,A1,A2,A2,A1,A1,A1,20.1,85.1,A0
A5682,A1,10.0,A0,A0,A0,A1,A0,A0,A0,A0,102.1,1068.85,A1
A5683,A1,36.0,A0,A2,A1,A2,A2,A2,A1,A2,20.25,717.95,A0
A5684,A0,2.0,A0,A0,A2,A0,A1,A0,A0,A0,69.8,134.7,A1
A5685,A1,1.0,A0,A1,A2,A0,A1,,A1,A1,55.2,55.2,A1
A5686,A0,45.0,A0,A2,A1,A2,A2,A2,A1,A3,19.2,903.7,A0
A5687,A0,1.0,A1,A1,A2,A0,A1,A0,A1,A1,24.4,24.4,A0
A5688,A0,62.0,A0,A0,A0,A0,A0,A0,A0,A3,105.5,6487.2,A0
A5689,A0,23.0,A0,A2,A1,A2,A2,A1,A1,A2,20.15,405.6,A0
A5690,A0,32.0,A0,A0,A2,,A0,,A1,A3,91.05,2871.5,A0
A5691,A0,37.0,A1,A1,A2,A0,A1,A2,A1,A0,35.8,1316.9,A0
A5692,A1,71.0,A1,A1,A0,A0,A0,,A1,A1,58.65,4145.25,A0
A5693,A1,42.0,A0,A1,A0,A0,A1,A0,A0,A0,66.4,2727.8,A0
A5694,A0,5.0,A0,A2,A1,,A2,A0,A1,A1,20.25,109.8,A0
A5695,A1,1.0,A0,A1,A2,A0,A1,A0,A1,A3,45.8,45.8,A1
A5696,A0,18.0,A0,A0,A2,A0,A0,A0,A0,A3,85.6,1601.5,A0
A5697,A1,14.0,A0,A0,A2,A0,A0,,A0,A3,78.1,1122.4,A0
A5698,A0,65.0,A0,A2,A1,A2,A2,A1,A1,A0,24.8,1600.95,A0
A5699,A1,70.0,A0,A2,A1,A2,A2,A2,A1,A2,24.7,1685.9,A0
A5700,A0,24.0,A0,A0,A0,A1,A1,A0,A0,A2,84.85,2048.8,A0
A5701,A0,15.0,A0,A0,A2,A0,A1,A0,A1,A1,75.1,1151.55,A0
A5702,A0,9.0,A0,A0,A2,A0,A0,A0,A0,A3,85.05,746.5,A1
A5703,A0,2.0,A0,A0,A2,A0,A0,,A0,A3,86.0,165.45,A1
A5704,A1,6.0,A0,A0,A2,A0,A0,A0,A0,A3,91.1,455.3,A1
A5705,A1,12.0,A0,A0,A2,A0,A0,A0,A0,A3,86.55,1066.9,A0
A5706,A1,14.0,A0,A1,A0,A0,A1,A0,A1,A2,59.45,780.85,A0
A5707,A1,7.0,A0,A0,A2,A0,A1,A0,A0,A3,69.0,506.9,A1
A5708,A0,22.0,A0,A0,A2,A1,A1,A0,A0,A3,88.75,1885.15,A0
A5709,A0,54.0,A0,A0,A0,A0,A0,A1,A0,A0,105.4,5643.4,A1
A5710,A0,72.0,A0,A0,A0,A1,A0,A2,A1,A2,113.4,8164.1,A0
A5711,A1,57.0,A0,A0,A0,A0,A1,A0,A0,A2,87.55,4884.85,A0
A5712,A0,57.0,A0,A0,A0,A1,A0,A1,A0,A0,97.55,5598.0,A0
A5713,A0,54.0,A1,A1,A2,A0,A1,A0,A0,A2,24.95,1364.75,A0
A5714,A1,11.0,A0,A0,A2,A1,A0,A0,A0,A3,99.55,1131.2,A1
A5715,A0,55.0,A0,A0,A0,,A1,A0,A1,A3,79.4,4238.45,A0
A5716,A0,62.0,A0,A1,A0,A0,A1,A1,A1,A2,56.15,3487.95,A0
A5717,A0,70.0,A0,A0,A0,A0,A1,A2,A1,A2,84.6,5706.2,A0
A5718,A0,10.0,A0,A1,A0,A0,A1,,A1,A1,49.55,475.7,A0
A5719,A0,33.0,A0,A1,A0,A1,A1,A0,A0,A2,72.75,2447.45,A0
A5720,A1,71.0,A0,A1,A0,A1,A0,A2,A1,A0,87.25,6328.7,A0
A5721,A1,72.0,A0,A2,A1,A2,A2,,A1,A0,20.5,1502.25,A0
A5722,A1,53.0,A0,A0,A0,A0,A0,A0,A0,A0,98.4,5149.5,A1
A5723,A1,11.0,A0,A1,A2,A0,A1,A0,A1,A2,51.0,581.7,A0
A5724,A0,4.0,A0,A0,A0,A0,A0,,A0,A3,101.7,364.55,A1
A5725,A0,52.0,A0,A1,A0,A0,A0,A2,A0,A1,85.15,4461.85,A0
A5726,A1,31.0,A0,A0,A2,A1,A1,A0,A1,A3,87.6,2724.25,A0
A5727,A1,39.0,A1,A1,A0,A0,A1,A1,A1,A2,41.15,1700.9,A0
A5728,A1,65.0,A0,A1,A0,A1,A0,A2,A0,A2,84.85,5459.2,A0
A5729,A1,3.0,A0,A2,A1,A2,A2,A1,A0,A0,20.55,57.4,A0
A5730,A1,53.0,A0,A0,A0,A1,A0,A1,A1,A3,110.5,5835.5,A0
A5731,A0,1.0,A0,A0,A2,A0,A0,A0,A0,A3,79.25,79.25,A1
A5732,A0,31.0,A0,A0,A0,A1,A1,A0,A1,A3,93.8,3019.5,A1
A5733,A0,9.0,A1,A1,A2,A0,A1,A0,A0,A0,34.7,296.1,A1
A5734,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,70.55,70.55,A1
A5735,A0,14.0,A1,A1,A2,A1,A0,A0,A0,A3,50.75,712.75,A1
A5736,A1,43.0,A0,A1,A2,A0,A1,,A1,A3,56.15,2499.3,A1
A5737,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A0,109.75,7758.9,A0
A5738,A0,70.0,A0,A1,A2,A0,A0,A2,A0,A0,76.95,5289.8,A0
A5739,A1,8.0,A0,A0,A2,A0,A0,A0,A1,A2,95.65,778.1,A1
A5740,A1,23.0,A0,A0,A2,A1,A1,A0,A0,A1,79.35,1835.3,A0
A5741,A1,25.0,A0,A1,A0,A1,A1,A1,A1,A1,74.3,1863.8,A1
A5742,A1,18.0,A0,A0,A2,A0,A1,A0,A0,A3,85.2,1553.9,A1
A5743,A1,49.0,A0,A1,A0,A0,A1,A0,A0,A0,59.75,2934.3,A1
A5744,A1,33.0,A0,A0,A0,A1,A0,A0,A0,A2,105.35,3465.05,A0
A5745,A1,44.0,A0,A0,A0,A1,A1,,A0,A0,95.1,4060.55,A0
A5746,A1,41.0,A0,A2,A1,A2,A2,A2,A0,A1,19.85,810.45,A0
A5747,A0,21.0,A0,A0,A0,A0,A1,A0,A0,A3,82.35,1852.85,A1
A5748,A1,15.0,A0,A1,A2,A0,A1,A0,A0,A3,49.1,679.55,A1
A5749,A1,5.0,A0,A0,A0,A0,A1,A0,A0,A3,90.8,455.5,A1
A5750,A0,63.0,A0,A0,A0,A1,A1,A1,A1,A0,104.5,6590.8,A0
A5751,A0,8.0,A0,A1,A2,A0,A1,A0,A0,A1,45.15,438.4,A1
A5752,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.5,69.5,A1
A5753,A1,64.0,A0,A2,A1,A2,A2,A1,A1,A1,24.9,1595.5,A0
A5754,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A3,114.9,8496.7,A0
A5755,A1,22.0,A0,A0,A2,A0,A1,A0,A0,A0,80.0,1706.45,A0
A5756,A1,18.0,A0,A2,A1,A2,A2,A0,A1,A1,19.65,391.7,A0
A5757,A0,13.0,A0,A1,A0,A1,A1,A0,A1,A2,61.8,750.1,A0
A5758,A0,46.0,A0,A0,A0,A0,A0,A0,A0,A3,93.7,4154.8,A1
A5759,A1,69.0,A0,A0,A0,A1,A0,A2,A1,A0,113.25,7895.15,A0
A5760,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.05,19.05,A0
A5761,A1,8.0,A0,A0,A2,A0,A0,A0,A0,A3,90.25,743.75,A0
A5762,A0,1.0,A0,A1,A2,A0,A1,A0,A0,A1,45.85,45.85,A1
A5763,A0,32.0,A0,A2,A1,A2,A2,,A1,A0,20.35,707.5,A0
A5764,A1,6.0,A0,A1,A2,A0,A1,A0,A1,A3,50.35,314.55,A0
A5765,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,78.95,78.95,A1
A5766,A1,11.0,A1,A1,A2,A0,A1,A1,A0,A1,36.05,402.6,A0
A5767,A1,10.0,A0,A0,A2,A0,A1,A0,A0,A1,75.75,777.3,A0
A5768,A0,15.0,A1,A1,A2,A0,A1,A0,A0,A2,30.2,469.65,A0
A5769,A1,8.0,A1,A1,A0,A0,A1,A0,A0,A1,29.25,226.95,A0
A5770,A1,5.0,A0,A2,A1,,A2,A0,A1,A0,20.55,96.1,A0
A5771,A0,,A0,A2,A1,A2,A2,A0,A0,A1,20.25,20.25,A0
A5772,A1,32.0,A0,A0,A2,A0,A1,A0,A1,A3,89.6,2901.8,A0
A5773,A1,1.0,A0,A2,A1,A2,A2,,A0,A1,20.25,20.25,A0
A5774,A1,61.0,A0,A0,A0,A1,A0,A1,A0,A3,118.6,7365.7,A0
A5775,A0,1.0,A0,A1,A2,A0,A1,A0,A0,A1,50.7,50.7,A0
A5776,A1,,A0,A2,A1,A2,A2,A2,A1,A1,19.35,1031.7,A0
A5777,A1,56.0,A0,A0,A2,A0,A1,A0,A0,A2,76.85,4275.75,A0
A5778,A1,49.0,A0,A0,A0,A1,A0,A0,A1,A3,99.4,5025.0,A0
A5779,A1,41.0,A0,A0,A0,A1,A1,A0,A0,A3,106.5,4282.4,A0
A5780,A1,61.0,A0,A2,A1,A2,A2,A0,A0,A1,19.4,1182.55,A1
A5781,A0,28.0,A1,A1,A2,A0,A1,A0,A0,A0,30.1,810.85,A0
A5782,A0,17.0,A0,A0,A2,A1,A0,A0,A0,A2,95.65,1640.0,A0
A5783,A0,42.0,A1,A1,A2,A0,A1,A0,A0,A0,25.1,1097.15,A0
A5784,A0,18.0,A0,A0,A2,A1,A1,A0,A1,A3,78.2,1468.75,A0
A5785,A1,36.0,A0,A2,A1,A2,A2,A0,A1,A2,19.2,702.9,A0
A5786,A0,51.0,A1,A1,A0,A0,A1,A0,A0,A0,29.45,1459.35,A0
A5787,A0,55.0,A0,A1,A2,A1,A1,A2,A0,A0,55.25,3119.9,A0
A5788,A0,5.0,A0,A2,A1,A2,A2,A0,A1,A1,20.35,92.75,A0
A5789,A0,9.0,A0,A1,A2,A0,A1,A0,A1,A3,54.55,494.05,A1
A5790,A0,26.0,A0,A0,A2,A0,A1,,A0,A3,83.75,2070.6,A1
A5791,A0,1.0,A1,A1,A2,A0,A0,A0,A1,A3,35.9,35.9,A1
A5792,A1,1.0,A0,A1,A2,A1,A1,A0,A0,A3,55.8,55.8,A1
A5793,A0,70.0,A0,A1,A0,A1,A0,A2,A0,A0,85.95,5931.75,A0
A5794,A0,60.0,A0,A0,A2,A0,A1,A0,A0,A3,80.95,4859.1,A0
A5795,A0,22.0,A0,A0,A2,,A0,A0,A0,A3,96.7,2082.95,A1
A5796,A1,47.0,A0,A2,A1,A2,A2,A2,A1,A2,19.3,890.5,A0
A5797,A0,,A0,A2,A1,,A2,A0,A1,A1,19.75,19.75,A1
A5798,A0,29.0,A1,A1,A2,A0,A1,A0,A1,A1,33.75,1009.25,A0
